logth logp Brem_QRA_L2.0 Brem_FWW Brem_QRA_L1.0 Brem_QRA_L1.5
-7.425 1.825 4.0197236711130865e-07 0.00037726742802972194 1.5748480247043824e-09 4.032934926329879e-08
-7.425 1.875 8.051068488567971e-07 0.00047490180456588414 3.1566869372264243e-09 8.082078997534358e-08
-7.425 1.925 1.6130843886173038e-06 0.0005977906927599405 6.33080423717267e-09 1.6204495167848925e-07
-7.425 1.975 3.233030642188431e-06 0.0007524609921831276 1.2704192718621215e-08 3.250711246615451e-07
-7.425 2.025 6.48202902693529e-06 0.0009471236225752583 2.5510852774680874e-08 6.524880480359209e-07
-7.425 2.075 1.3000336075456206e-05 0.0011921065343979149 5.126538476553772e-08 1.3105070264533437e-06
-7.425 2.125 2.6081192078444218e-05 0.0015003982512789794 1.0310489346495832e-07 2.6339053791809402e-06
-7.425 2.175 5.233671135407614e-05 0.0018883297076378912 2.0755228580568358e-07 5.297558254308316e-06
-7.425 2.225 0.00010504008523570533 0.002376428858598709 4.182242542460221e-07 1.0663140540785631e-05
-7.425 2.275 0.00021082348686912513 0.0029904907222004615 8.436598773472584e-07 2.1480497691622965e-05
-7.425 2.325 0.0004230777793786394 0.003762915390779817 1.7039136519885044e-06 4.3307624494005936e-05
-7.425 2.375 0.000848691239032762 0.004734378311418659 3.445857290680339e-06 8.738735693847836e-05
-7.425 2.425 0.0017012106419224638 0.005955910882181687 6.978550167736679e-06 0.00017647750253913742
-7.425 2.475 0.003405993260906178 0.007491485035776394 1.4154677882358945e-05 0.00035666710668194184
-7.425 2.525 0.006806730911679588 0.009421212490667874 2.8757323213685785e-05 0.0007213135871683518
-7.425 2.575 0.013567191271198582 0.011845286550298902 5.852655974595799e-05 0.0014594745967424407
-7.425 2.625 0.026942639202233977 0.014888809336308992 0.00011932952484349948 0.0029536781002690317
-7.425 2.675 0.053235623166703744 0.018707655775486734 0.00024375544675852548 0.005976562494959106
-7.425 2.725 0.10448042091025106 0.02349551993667502 0.000498853632811409 0.012084129576022777
-7.425 2.775 0.20324306901341652 0.02949225682328385 0.0010227637096105859 0.024395632381152384
-7.425 2.825 0.3908594481056493 0.03699355329473474 0.0021003354893568992 0.04912166470349908
-7.425 2.875 0.7408173160310153 0.04636180446710851 0.004318968190515654 0.09850739519151863
-7.425 2.925 1.37892202626523 0.05803779181696518 0.008888550581753573 0.1963664392746258
-7.425 2.975 2.5106139838035575 0.07255229657590004 0.01829388076947123 0.3881390704021152
-7.425 3.025 4.452343526881746 0.09053607011739562 0.037610527346760195 0.7583186483823069
-7.425 3.075 7.657743003698432 0.11272557917831338 0.07711379250744667 1.458629648886569
-7.425 3.125 12.72178428220327 0.13996071508899754 0.1573189277727385 2.7490937759764305
-7.425 3.175 20.341430650503362 0.1731695815487525 0.31834468520950093 5.048399573924499
