logth logp Brem_QRA_L1.5 Brem_FWW Brem_QRA_L2.0 Brem_QRA_L1.0
-7.475 0.675 0.0009188153111954533 0.0011909101160151208 0.0009239776418323117 0.000889010290091151
-7.475 0.725 0.0011561035096405723 0.0014959810540120793 0.001161273462974662 0.0011260796177877171
-7.475 0.775 0.0014533497180558516 0.001878147048854867 0.0014585254416640278 0.0014231519307668324
-7.475 0.825 0.0018252232888886818 0.002356286605987517 0.0018304032697490221 0.0017948882109326521
-7.475 0.875 0.0022897067022892934 0.002953557123791802 0.002294889694498561 0.0022592640775238107
-7.475 0.925 0.0028686834752121924 0.003698169908975101 0.002873868441312197 0.0028381574734691268
-7.475 0.975 0.003588533802445047 0.0046241933030464815 0.003593719865758095 0.0035579441004214437
-7.475 1.025 0.004480667962773597 0.005772310631828896 0.004485854368579486 0.0044500306422939236
-7.475 1.075 0.005581878706488542 0.007190411467075141 0.00558706479025326 0.005551206995475414
-7.475 1.125 0.006934324211862152 0.008933831376985257 0.00693950937305081 0.006903629092647631
-7.475 1.175 0.008584860218671072 0.011064981642232236 0.008590043898948591 0.008554150926181054
-7.475 1.225 0.010583326976427054 0.013652042155922518 0.010588508641275916 0.010552611406071574
-7.475 1.275 0.012979280018420884 0.01676636287996302 0.012984459141394006 0.012948565060687096
-7.475 1.325 0.015816573524202758 0.020478293870345877 0.01582174957318874 0.015785865340221472
-7.475 1.375 0.019125237717155286 0.024851430555669494 0.01913041014217273 0.019094541967003397
-7.475 1.425 0.022910358591164286 0.029935813499666442 0.02291552681333108 0.02287968062438956
-7.475 1.475 0.027138322682352726 0.03576148829274006 0.02714348608380839 0.027107667698117188
-7.475 1.525 0.03172195757140581 0.04233484118031334 0.03172711548611661 0.031691330753638176
-7.475 1.575 0.036507746049072844 0.04964075224346595 0.036512897754644766 0.03647715267994224
-7.475 1.625 0.041270028324797 0.05765293294232557 0.04127517303569608 0.041239473877435914
-7.475 1.675 0.045718035626310854 0.06635190022311352 0.045723172489300516 0.04568752583467633
-7.475 1.725 0.049520448529588215 0.07574489181041033 0.04952557662282174 0.04948998942912574
-7.475 1.775 0.05234796396213331 0.0858767682268694 0.05235308230032497 0.052317561888682
-7.475 1.825 0.05392751018283808 0.09681984045316176 0.05393261773248664 0.053897171707710766
-7.475 1.875 0.05409487711260872 0.10863743950894285 0.05409997282370249 0.0540646088769951
-7.475 1.925 0.05282967725386256 0.12132990850129617 0.052834760118381986 0.052799485642477086
-7.475 1.975 0.05026062365107425 0.1347847820197961 0.05026569280477055 0.05023051420831577
-7.475 2.025 0.046639157675803504 0.14875529309058907 0.04664421256950047 0.04660913410972555
-7.475 2.075 0.04229056630516454 0.1628795838163932 0.042295606987311565 0.04226062883280422
-7.475 2.125 0.03755822295022465 0.17673415620592048 0.037563250526963195 0.037528365592595016
-7.475 2.175 0.03275592806224614 0.1899011047636852 0.03276094544011965 0.03272613426741012
-7.475 2.225 0.028137300219456318 0.20202666601751204 0.028142313297460517 0.02810753582837108
-7.475 2.275 0.02388381810576809 0.21285681947636237 0.02388883768093811 0.023854020100368592
-7.475 2.325 0.02010778335320123 0.22224706234878996 0.02011282815829702 0.02007784191705222
-7.475 2.375 0.01686433127313291 0.23015191848987857 0.016869432809322914 0.016834061259130652
-7.475 2.425 0.014167020432047097 0.2366030422627862 0.0141722306461259 0.014136116065969736
-7.475 2.475 0.012003177181198366 0.24168400678379076 0.012008580648471682 0.011971140258720038
-7.475 2.525 0.010346969621018663 0.24550721053651411 0.010352702862046294 0.010312995834530216
-7.475 2.575 0.009169570929740212 0.24819555372037783 0.00917585301748631 0.009132370128053657
-7.475 2.625 0.008446612105397365 0.2498694837678396 0.008453793133346231 0.008404124438217682
-7.475 2.675 0.008163514979416293 0.25063884294801325 0.008172152771290252 0.00811246321658233
-7.475 2.725 0.008319398252122806 0.2505984803559394 0.008330379701926934 0.008254582804234084
-7.475 2.775 0.008930202145651456 0.24982654728588669 0.008944935040279886 0.008843392910646857
-7.475 2.825 0.010031574719584846 0.24838455810854776 0.01005229078171335 0.009909772988618146
-7.475 2.875 0.011681956171251931 0.24631852685391806 0.011712189433450811 0.011504675818512965
-7.475 2.925 0.013966208038973424 0.2436607087879614 0.01401154928061181 0.013701236793921625
-7.475 2.975 0.01700006566587583 0.24043165679368902 0.01706935086329984 0.016596884242988805
-7.475 3.025 0.020935637873811027 0.23664243908060847 0.021042817706850864 0.02031525600305785
-7.475 3.075 0.02596812437033576 0.23229696331077243 0.026135199935691713 0.025007485609846298
-7.475 3.125 0.03234384983487704 0.22739442158799608 0.032605472589775863 0.030852100469439488
-7.475 3.175 0.040369596786353656 0.2219319193461375 0.0407802564461493 0.03805235139447355
-7.475 3.225 0.05042301775049442 0.21590738519519653 0.051068235388112365 0.04682926348871875
-7.475 3.275 0.06296356197785148 0.20932288120956974 0.0639772437811431 0.05740810210626451
-7.475 3.325 0.07854277345935728 0.20218844231235156 0.08013396541903066 0.0699954089320133
-7.475 3.375 0.09781186665476721 0.19452655977184918 0.10030570504550791 0.08474354473811593
-7.475 3.425 0.12152294185704612 0.18637736169359997 0.1254227396873419 0.1017002207042042
-7.475 3.475 0.15051767870197713 0.17780436935200267 0.15659787070348427 0.12074240090919376
-7.475 3.525 0.18569308088034397 0.1689002605225491 0.19513594933945078 0.14149770331048636
-7.475 3.575 0.2279259996020364 0.1597909008305395 0.2425177380412055 0.16326166195811792
-7.475 3.625 0.2779212250818728 0.1506325994937103 0.3003218322143292 0.18492291368617642
-7.475 3.675 0.3359011944235067 0.14158680431474516 0.36998796504103376 0.204899498605835
-7.475 3.725 0.40087709064397303 0.1327124133266688 0.4520948182898934 0.22102342256520566
-7.475 3.775 0.46816165277520344 0.1234419279870803 0.5434656644829662 0.22988075957671492
-7.475 3.825 0.5009473923160966 0.10535241951115065 0.6023792162555773 0.2158580793246222
-7.475 3.875 0.0 0.0 0.0 0.0
-7.475 3.925 0.0 0.0 0.0 0.0
-7.475 3.975 0.0 0.0 0.0 0.0
-7.425 -1.975 0.0 6.381371769805289e-09 0.0 0.0
-7.425 -1.925 0.0 8.271675915120215e-09 0.0 0.0
-7.425 -1.875 0.0 1.067699374425804e-08 0.0 0.0
-7.425 -1.825 0.0 1.3729281169414508e-08 0.0 0.0
-7.425 -1.775 0.0 1.7594182350688383e-08 0.0 0.0
-7.425 -1.725 0.0 2.2479918431399333e-08 0.0 0.0
-7.425 -1.675 0.0 2.864847572727495e-08 0.0 0.0
-7.425 -1.625 0.0 3.6429668916593466e-08 0.0 0.0
-7.425 -1.575 0.0 4.623881265390661e-08 0.0 0.0
-7.425 -1.525 0.0 5.859893323167353e-08 0.0 0.0
-7.425 -1.475 0.0 7.416869907017508e-08 0.0 0.0
-7.425 -1.425 0.0 9.377755717560776e-08 0.0 0.0
-7.425 -1.375 0.0 1.1846994860436497e-07 0.0 0.0
-7.425 -1.325 0.0 1.495609603118153e-07 0.0 0.0
-7.425 -1.275 0.0 1.8870637980222387e-07 0.0 0.0
-7.425 -1.225 0.0 2.3799088555489828e-07 0.0 0.0
-7.425 -1.175 0.0 3.000390713550796e-07 0.0 0.0
-7.425 -1.125 0.0 3.781552179279641e-07 0.0 0.0
-7.425 -1.075 0.0 4.7649925540056475e-07 0.0 0.0
-7.425 -1.025 0.0 6.003082865291085e-07 0.0 0.0
-7.425 -0.975 0.0 7.561754657957161e-07 0.0 0.0
-7.425 -0.925 0.0 9.524010823467393e-07 0.0 0.0
-7.425 -0.875 0.0 1.199434537584567e-06 0.0 0.0
-7.425 -0.825 0.0 1.5104307452047306e-06 0.0 0.0
-7.425 -0.775 0.0 1.901950569436438e-06 0.0 0.0
-7.425 -0.725 0.0 2.3948425792408812e-06 0.0 0.0
-7.425 -0.675 0.0 3.015353038443469e-06 0.0 0.0
-7.425 -0.625 0.0 3.7965231848099713e-06 0.0 0.0
-7.425 -0.575 0.0 4.779948116467395e-06 0.0 0.0
-7.425 -0.525 0.0 6.017990807501083e-06 0.0 0.0
-7.425 -0.475 0.0 7.576568927196971e-06 0.0 0.0
-7.425 -0.425 0.0 9.538662507270063e-06 0.0 0.0
-7.425 -0.375 0.0 1.2008728677033605e-05 0.0 0.0
-7.425 -0.325 0.0 1.5118257655203386e-05 0.0 0.0
-7.425 -0.275 0.0 1.903276443119641e-05 0.0 0.0
-7.425 -0.225 0.0 2.3960586182260427e-05 0.0 0.0
-7.425 -0.175 0.0 3.0163950301253706e-05 0.0 0.0
-7.425 -0.125 0.0 3.797289671685054e-05 0.0 0.0
-7.425 -0.075 0.0 4.780278684692139e-05 0.0 0.0
-7.425 -0.025 0.0 6.0176317236250264e-05 0.0 0.0
-7.425 0.025 0.0 7.575118744723268e-05 0.0 0.0
-7.425 0.075 0.0 9.535485963336935e-05 0.0 0.0
-7.425 0.125 0.0 0.00012002820392869141 0.0 0.0
-7.425 0.175 0.0 0.0001510802638594876 0.0 0.0
-7.425 0.225 0.0 0.0001901569158199893 0.0 0.0
-7.425 0.275 0.0 0.00023932685391131817 0.0 0.0
-7.425 0.325 0.0 0.00030118912370013937 0.0 0.0
-7.425 0.375 0.0 0.0003790073705803875 0.0 0.0
-7.425 0.425 0.0 0.0004768770678757856 0.0 0.0
-7.425 0.475 0.0 0.0005999332386149975 0.0 0.0
-7.425 0.525 0.0 0.0007546075463870618 0.0 0.0
-7.425 0.575 0.0 0.0009489450183722085 0.0 0.0
-7.425 0.625 0.0 0.0011929919083886761 0.0 0.0
-7.425 0.675 0.0011567199439336548 0.0014992670081170063 0.0011632189331568959 0.0011191976454641237
-7.425 0.725 0.0014554480868314143 0.0018833285643049171 0.0014619566724620157 0.0014176502464139777
-7.425 0.775 0.0018296588920962355 0.0023644470466472854 0.0018361747420716557 0.001791642130294394
-7.425 0.825 0.002297819980284619 0.0029663890853657824 0.0023043411898231495 0.0022596303797722387
-7.425 0.875 0.0028825699526029195 0.0037183081177253664 0.002889094953205359 0.002844244958677856
-7.425 0.925 0.003611458524610931 0.004655720074594963 0.003617986010194855 0.003573028565288384
-7.425 0.975 0.004517696393843444 0.005821514456768558 0.004524225260737098 0.004479186240616918
-7.425 1.025 0.005640826758377327 0.007266908536854174 0.005647356056444363 0.005602256657063776
-7.425 1.075 0.0070271689464066365 0.009052191713528312 0.007033697839048408 0.006988555549973318
-7.425 1.125 0.008729796959701401 0.011247027339527376 0.008736324690889426 0.008691154094084379
-7.425 1.175 0.010807698679507193 0.013929986561703692 0.010814224546339422 0.010769037970788278
-7.425 1.225 0.013323619262117455 0.017186902779515432 0.013330142591676428 0.013284950650027631
-7.425 1.275 0.016339945427219144 0.02110760027233885 0.016346465556747545 0.016301277586366115
-7.425 1.325 0.019911886315265054 0.025780644512232928 0.019918402574874677 0.019873227002050832
-7.425 1.375 0.024077247736894992 0.031286097398699024 0.024083759434200724 0.024038604076931532
-7.425 1.425 0.028842432578351212 0.03768695626674288 0.028848938984584203 0.02880381130631677
-7.425 1.475 0.034165123995282314 0.045021046270427495 0.03417162433260305 0.03412653165652988
-7.425 1.525 0.039935578413895105 0.0532964072119223 0.03994207184381769 0.03989702153459895
-7.425 1.575 0.04596052911957309 0.06249400423478645 0.04596701473265841 0.045922014349583436
-7.425 1.625 0.05195588727072087 0.0725807420192733 0.05196236407804172 0.051917421500294894
-7.425 1.675 0.05755559667674655 0.0835320928414869 0.057562063604143475 0.05751718712449793
-7.425 1.725 0.06234255090407653 0.09535716844002891 0.062349006791015564 0.062304205168167696
-7.425 1.775 0.06590218195790305 0.10811244484551193 0.06590862556398568 0.06586390801466611
-7.425 1.825 0.0678907128965562 0.12188895616466247 0.06789714292068504 0.06785251901876291
-7.425 1.875 0.06810141548969324 0.13676643140387426 0.06810783060998635 0.06806331003807983
-7.425 1.925 0.06650862340541693 0.15274530249248186 0.0665150223528584 0.06647061441782955
-7.425 1.975 0.0632743767666789 0.16968398386354022 0.06328075845325098 0.06323647122306063
-7.425 2.025 0.05871522149893377 0.1872718143163858 0.05872158523327335 0.05867742406739532
-7.425 2.075 0.0532406696308797 0.2050532417795469 0.05324701547399198 0.05320298058458926
-7.425 2.125 0.04728300265885418 0.22249511391367563 0.0472893320033026 0.04724541447063115
-7.425 2.175 0.04123727192787946 0.23907131891992642 0.04124358843280269 0.04119976375996689
-7.425 2.225 0.035422764295517196 0.2543364950202187 0.03542907538733264 0.03538529314409927
-7.425 2.275 0.03006794787660448 0.26797084940182375 0.030074267148001245 0.03003043440647635
-7.425 2.325 0.02531420204142851 0.27979246385579853 0.025320553075588267 0.02527650800168719
-7.425 2.375 0.021230938030260355 0.2897440873233821 0.021237360484847336 0.021192830334259158
-7.425 2.425 0.017835225065700767 0.2978655702924376 0.01784178433790829 0.017796318766185044
-7.425 2.475 0.015111107970121484 0.3042621250809259 0.015117910534018236 0.015070775864609242
-7.425 2.525 0.01302606631085169 0.3090752529892871 0.01303328403572375 0.01298329583555972
-7.425 2.575 0.011543809272160376 0.3124596761921212 0.011551717954634807 0.011496976222353822
-7.425 2.625 0.01063365810104225 0.3145670290123575 0.010642698482835215 0.010580169278065687
-7.425 2.675 0.010277259973194237 0.31553559466347286 0.010288134312931256 0.010212989587748513
-7.425 2.725 0.010473505400155953 0.3154847810720134 0.010487330231446677 0.010391907555800847
-7.425 2.775 0.011242461934121047 0.31451297488011737 0.011261009555924649 0.011133175544710192
-7.425 2.825 0.012629007823959084 0.312697618085529 0.012655087808997998 0.012475668482698331
-7.425 2.875 0.014706714919179582 0.31009663891467615 0.01474477635128702 0.014483532119300181
-7.425 2.925 0.01758241756606604 0.3067506443377201 0.017639498820004065 0.017248838458593423
-7.425 2.975 0.02140181792744795 0.30268550889883267 0.021489042839075267 0.020894242496239814
-7.425 3.025 0.02635640966185831 0.29791516664685175 0.026491341097432158 0.025575395043863455
-7.425 3.075 0.03269193463774641 0.2924445370364859 0.032902270338180085 0.0314825619450938
-7.425 3.125 0.040718497248522015 0.2862726029872498 0.0410478608154527 0.038840495881444496
-7.425 3.175 0.050822313796510844 0.279395720457609 0.051339303719398814 0.0479050744572339
-7.425 3.225 0.06347882063463718 0.2718112817240714 0.0642911015683134 0.05895455178122799
-7.425 3.275 0.07926643008893679 0.2635218827870887 0.08054257994004493 0.07227252011835425
-7.425 3.325 0.09887949489143148 0.2545401568694136 0.1008826869754057 0.0881190000275969
-7.425 3.375 0.12313784545640133 0.2448944188036868 0.12627740209942062 0.106685802337051
-7.425 3.425 0.15298831993252132 0.23463518688535667 0.15789787468181105 0.12803299184111866
-7.425 3.475 0.18949053017362275 0.22384242966469672 0.19714503860763666 0.15200567546962568
-7.425 3.525 0.23377373688510367 0.2126328215520307 0.2456616042387541 0.17813505198695315
-7.425 3.575 0.28694183029384507 0.20116481798485897 0.3053117410107612 0.20553425129737962
-7.425 3.625 0.34988208865947806 0.1896352006122939 0.3780827827510327 0.2328041500795907
-7.425 3.675 0.42287454364791077 0.1782472201779823 0.465787246099702 0.25795317887227703
-7.425 3.725 0.5046743483856375 0.16707502491458304 0.5691536481959554 0.27825199484110447
-7.425 3.775 0.5893805909572406 0.15540417649385538 0.6841827261028326 0.289402720003287
-7.425 3.825 0.6306553896028755 0.13263083595400382 0.7583504916769621 0.27174921102798827
-7.425 3.875 0.0 0.0 0.0 0.0
-7.425 3.925 0.0 0.0 0.0 0.0
-7.425 3.975 0.0 0.0 0.0 0.0
-7.375 -1.975 0.0 8.03367108311379e-09 0.0 0.0
-7.375 -1.925 0.0 1.0413423007670593e-08 0.0 0.0
-7.375 -1.875 0.0 1.3441538746213773e-08 0.0 0.0
-7.375 -1.825 0.0 1.728414094984303e-08 0.0 0.0
-7.375 -1.775 0.0 2.2149763261022e-08 0.0 0.0
-7.375 -1.725 0.0 2.830054056834863e-08 0.0 0.0
-7.375 -1.675 0.0 3.606629410223473e-08 0.0 0.0
-7.375 -1.625 0.0 4.586223594234746e-08 0.0 0.0
-7.375 -1.575 0.0 5.8211216261192496e-08 0.0 0.0
-7.375 -1.525 0.0 7.377168614938323e-08 0.0 0.0
-7.375 -1.475 0.0 9.337286001915735e-08 0.0 0.0
-7.375 -1.425 0.0 1.1805894978435234e-07 0.0 0.0
-7.375 -1.375 0.0 1.4914482883198285e-07 0.0 0.0
-7.375 -1.325 0.0 1.8828609354888155e-07 0.0 0.0
-7.375 -1.275 0.0 2.3756725690069847e-07 0.0 0.0
-7.375 -1.225 0.0 2.996127736004548e-07 0.0 0.0
-7.375 -1.175 0.0 3.7772681146002667e-07 0.0 0.0
-7.375 -1.125 0.0 4.7606921345206514e-07 0.0 0.0
-7.375 -1.075 0.0 5.998770213247541e-07 0.0 0.0
-7.375 -1.025 0.0 7.557433568220836e-07 0.0 0.0
-7.375 -0.975 0.0 9.519685096654777e-07 0.0 0.0
-7.375 -0.925 0.0 1.1990019247865165e-06 0.0 0.0
-7.375 -0.875 0.0 1.5099986191486982e-06 0.0 0.0
-7.375 -0.825 0.0 1.9015196478932781e-06 0.0 0.0
-7.375 -0.775 0.0 2.39441390383967e-06 0.0 0.0
-7.375 -0.725 0.0 3.0149281802526363e-06 0.0 0.0
-7.375 -0.675 0.0 3.796104565626614e-06 0.0 0.0
-7.375 -0.625 0.0 4.77953951382201e-06 0.0 0.0
-7.375 -0.575 0.0 6.017598150876906e-06 0.0 0.0
-7.375 -0.525 0.0 7.576201555504338e-06 0.0 0.0
-7.375 -0.475 0.0 9.538335156654416e-06 0.0 0.0
-7.375 -0.425 0.0 1.2008464624924332e-05 0.0 0.0
-7.375 -0.375 0.0 1.5118093694849105e-05 0.0 0.0
-7.375 -0.325 0.0 1.9032758744171645e-05 0.0 0.0
-7.375 -0.275 0.0 2.3960830799100588e-05 0.0 0.0
-7.375 -0.225 0.0 3.0164590826292687e-05 0.0 0.0
-7.375 -0.175 0.0 3.797416355428253e-05 0.0 0.0
-7.375 -0.125 0.0 4.78050446361801e-05 0.0 0.0
-7.375 -0.075 0.0 6.018014311601342e-05 0.0 0.0
-7.375 -0.025 0.0 7.575749495665582e-05 0.0 0.0
-7.375 0.025 0.0 9.536509485051315e-05 0.0 0.0
-7.375 0.075 0.0 0.00012004465592989427 0.0 0.0
-7.375 0.125 0.0 0.0001511065560568593 0.0 0.0
-7.375 0.175 0.0 0.0001901987833917197 0.0 0.0
-7.375 0.225 0.0 0.00023939337355172158 0.0 0.0
-7.375 0.275 0.0 0.0003012946581098 0.0 0.0
-7.375 0.325 0.0 0.00037917464157593065 0.0 0.0
-7.375 0.375 0.0 0.00047714201007113214 0.0 0.0
-7.375 0.425 0.0 0.0006003526590351878 0.0 0.0
-7.375 0.475 0.0 0.0007552711994478044 0.0 0.0
-7.375 0.525 0.0 0.0009499946160393956 0.0 0.0
-7.375 0.575 0.0 0.0011946509979626672 0.0 0.0
-7.375 0.625 0.0 0.0015018878294379074 0.0 0.0
-7.375 0.675 0.0014562241316269649 0.0018874653354291082 0.0014644058743117378 0.0014089863565711575
-7.375 0.725 0.001832300581869833 0.0023709701881179848 0.0018404944057158709 0.0017847159200527582
-7.375 0.775 0.0023034040738768953 0.002976662471481875 0.002311607042991446 0.002255543806364504
-7.375 0.825 0.002892783964439761 0.0037344626002302015 0.002900993680844784 0.002844706105880886
-7.375 0.875 0.00362894056386996 0.004681072577331173 0.003637155052942025 0.003580692255101199
-7.375 0.925 0.0045465569091200616 0.0058612043106080255 0.004554774526598902 0.004498176456742443
-7.375 0.975 0.005687442791178387 0.00732885248239939 0.005695662147623706 0.005638961380653899
-7.375 1.025 0.007101380146843912 0.009148495818545021 0.007109600046105049 0.00705282326614515
-7.375 1.075 0.008846681555252336 0.011396034174842177 0.008854900944114182 0.008798070169221892
-7.375 1.125 0.010990163225665213 0.014159168515930519 0.010998381152344524 0.010941514740124001
-7.375 1.175 0.013606086500377909 0.01753681405463057 0.013614302079973715 0.013557415551694057
-7.375 1.225 0.016773442850565173 0.021637028637834083 0.016781655235924963 0.016724761952116488
-7.375 1.275 0.020570772502258017 0.026572894332177757 0.020578980859020168 0.02052209257472587
-7.375 1.325 0.02506757964439063 0.03245590845922049 0.02507578312921646 0.025018910452503283
-7.375 1.375 0.030311458971583896 0.03938686297616957 0.030319656712812906 0.030262809485951073
-7.375 1.425 0.03631047123892013 0.047445066825297456 0.03631866231908759 0.03626184993799409
-7.375 1.475 0.04301134269490875 0.05667813904917456 0.04301952613477385 0.042962757818794
-7.375 1.525 0.050275914365862755 0.06709620115195811 0.050284089109835714 0.05022737413051748
-7.375 1.575 0.057860877875489394 0.07867528965919957 0.05786904277865602 0.05781239065256843
-7.375 1.625 0.06540858656690043 0.09137374001781226 0.06541674038427732 0.06536016103071034
-7.375 1.675 0.07245820300876239 0.10516067363324628 0.07246634438806575 0.07240984824698256
-7.375 1.725 0.07848462132630121 0.12004756147815213 0.07849274880650887 0.07843634690443041
-7.375 1.775 0.08296593135390788 0.1361055026288005 0.08297404337345511 0.08291774731352683
-7.375 1.825 0.08546934358346331 0.15344910219683044 0.08547743850437116 0.08542126033934136
-7.375 1.875 0.08573460261004757 0.17217873301703643 0.08574267876817226 0.08568663068768621
-7.375 1.925 0.08372939644713255 0.19229493882946222 0.08373745224488653 0.08368154596552824
-7.375 1.975 0.07965772152391731 0.21361947395989445 0.07966575559157857 0.07961000127023196
-7.375 2.025 0.07391808553921492 0.2357612391497757 0.07392609700642265 0.07387050139016912
-7.375 2.075 0.06702603357191692 0.25814672836886793 0.06703402251548964 0.0669785858713055
-7.375 2.125 0.05952577575651866 0.28010474265811275 0.05953374392961175 0.05947845502805275
-7.375 2.175 0.051914652242806184 0.3009729465823969 0.05192260425202979 0.05186743225314115
-7.375 2.225 0.04459462134489478 0.32019066295603404 0.044602566539588925 0.04454744795523001
-7.375 2.275 0.03785330735925514 0.3373552965416781 0.03786126285164473 0.0378060806922295
-7.375 2.325 0.03186869635509008 0.35223782592646447 0.031876691834695874 0.03182124236280838
-7.375 2.375 0.026728171899811633 0.36476617632255814 0.02673625729274268 0.02668019714317039
-7.375 2.425 0.022453222869461574 0.3749905165308185 0.02246148050599133 0.022404242728078175
-7.375 2.475 0.01902376288680187 0.3830433010090059 0.019032326809947472 0.018972987758905956
-7.375 2.525 0.016398851156115682 0.38910266932920695 0.01640793773662219 0.016345006298644743
-7.375 2.575 0.014532800251599778 0.39336340515363266 0.014542756697016575 0.014473840910957684
-7.375 2.625 0.013386987915973878 0.39601640476795597 0.013398369087457175 0.013319649447247981
-7.375 2.675 0.012938309316424274 0.3972357564071654 0.012951999305466744 0.01285739765708639
-7.375 2.725 0.013185367693052544 0.3971717857293229 0.013202772132519894 0.013082642045808566
-7.375 2.775 0.014153426599612096 0.39594835416543356 0.014176776682119356 0.014015843127409576
-7.375 2.825 0.015898984405277858 0.39366295540375884 0.015931817173850633 0.0157059415375321
-7.375 2.875 0.018514662581024008 0.39038851675231756 0.01856257910103172 0.01823369198958163
-7.375 2.925 0.02213495759898421 0.38617615935167804 0.02220681866013241 0.021715006266964935
-7.375 2.975 0.02694329761184182 0.3810584573190006 0.027053107294876814 0.026304297856691247
-7.375 3.025 0.0331807588483158 0.3750529525802751 0.03335062749331052 0.03219751951507042
-7.375 3.075 0.041156711985364476 0.36816583836149036 0.04142150898409001 0.03963420173962373
-7.375 3.125 0.05126155531612127 0.3603958342350538 0.051676199531734676 0.04889729138184562
-7.375 3.175 0.0639815063475168 0.35173835262659703 0.06463235816496993 0.06030891924636933
-7.375 3.225 0.07991510397239611 0.34219011060994386 0.08093770516617403 0.07421938648419825
-7.375 3.275 0.09979052614920393 0.3317543763601412 0.1013971037361255 0.09098571458247413
-7.375 3.325 0.12448191115502398 0.3204470541672029 0.12700378071830912 0.11093525000396914
-7.375 3.375 0.15502136430380722 0.308303790298899 0.15897383213367133 0.13430946824316486
-7.375 3.425 0.19260088416634485 0.29538818352692825 0.19878164765419815 0.1611839863611212
-7.375 3.475 0.23855444298729617 0.28180090829731114 0.24819089850999154 0.19136380549993365
-7.375 3.525 0.29430369570911846 0.2676888489958914 0.3092696344726844 0.22425873984041833
-7.375 3.575 0.3612383577211432 0.25325148920486523 0.38436470575886067 0.2587522860669475
-7.375 3.625 0.4404754460896751 0.23873656234732443 0.47597801735633677 0.2930830522919081
