0.01	2.263967063164712e-90
0.02	1.1267892350413122e-90
0.03	7.496686592539681e-91
0.04	5.610918929235908e-91
0.05	4.478041810828292e-91
0.060000000000000005	3.721478813532363e-91
0.06999999999999999	3.18001272788603e-91
0.08	2.7730505419764486e-91
0.09	2.455737905520272e-91
0.09999999999999999	2.2009069658618806e-91
0.11	1.9904673244778807e-91
0.12	1.8088273274165912e-91
0.13	1.6014047538774622e-91
0.14	1.6082064967141832e-91
0.15000000000000002	1.48276179913877e-91
0.16	1.3861708784719843e-91
0.17	1.3059108227511808e-91
0.18000000000000002	1.2378115596834525e-91
0.19	1.179318605199371e-91
0.2	1.1264300437949181e-91
0.21000000000000002	1.0173417717757446e-91
0.22	7.791176308329298e-96
0.23	5.4463656427574276e-96
0.24000000000000002	4.397295783864294e-96
0.25	3.766569931761324e-96
0.26	3.3329012710819066e-96
0.27	3.010655376794763e-96
0.28	2.758740305214971e-96
0.29000000000000004	2.554631540485076e-96
0.3	2.3848011547135067e-96
0.31	2.2405622092915865e-96
0.32	2.1160430969598904e-96
0.33	2.0071108623093157e-96
0.34	1.9107589951488223e-96
0.35000000000000003	1.8247399499118664e-96
0.36000000000000004	1.7473345190553893e-96
0.37	1.6772015949699289e-96
0.38	1.6132771464755276e-96
0.39	1.5547044075156553e-96
0.4	1.5007844738378983e-96
0.41000000000000003	1.4509405801419784e-96
0.42000000000000004	1.6174982336031008e-8
0.43	1.5105158359745775e-7
0.44	5.121579994637812e-7
0.45	1.2631585931217968e-6
0.46	2.6767970938960413e-6
0.47000000000000003	5.242989547492049e-6
0.48000000000000004	9.874094521140813e-6
0.49	0.000018506382227546077
0.5	0.00003556685896462329
0.51	0.00007294147450288
0.52	0.00017085162481245174
0.53	0.0005308043956633525
0.54	0.003793932417097465
0.55	0.02358595291280447
0.56	0.0016580991587641415
0.5700000000000001	0.0006533374110873268
0.5800000000000001	0.00039262592347074233
0.59	0.0002875860691770719
0.6	0.00023674504166790191
0.61	0.000210415249719742
0.62	0.00019745614528798785
0.63	0.00019277485279213982
0.64	0.00019387213687973613
0.65	0.00019937523504992428
0.66	0.00020856844597526736
0.67	0.00022093365141908868
0.68	0.00023641456171078943
0.6900000000000001	0.00025469487764696245
0.7000000000000001	0.00027600110556617207
0.7100000000000001	0.0003001359083308491
0.72	0.0003273073708293546
0.73	0.000357331348435671
0.74	0.00039058214033259835
0.75	0.0004271767632471659
0.76	0.0004669289384307541
0.77	0.0005102823846606712
0.78	0.0005571568124549774
0.79	0.0006080020894354815
0.8	0.0006633039670960105
0.81	0.0007239906641194608
0.8200000000000001	0.0007915386034717467
0.8300000000000001	0.000869050009729408
0.8400000000000001	0.0009609106288562528
0.85	0.001075942746397337
0.86	0.0012300923808470459
0.87	0.001452377588587898
0.88	0.001797475532310694
